review,sentiment
"I'm sure this is a show no one is that familiar of and might not think good of it; after all it is almost close to Baywatch Hawaii. With the cast, the location, style of the directing and its publicity  shows women walking around on the beach and all that. No wonder people have misconception and decide not to watch it.<br /><br />It was wrong of them to do that. Cause after I decide to watch the show, there are actually more thing going on, real juicy story and conflict, turn out to be really exciting to watch and pretty much  addictive.<br /><br />The story of the hotel clerks, the manager, the owner and their complicated love life. Also enter the troublesome hotel's visitor and powerful man trying to steal the hotel. It actually more exciting than it sounds here.<br /><br />I won't deny that the acting suck but it ain't that bad that you'll look away. The story is not so consistence but good enough. The soundtrack is fitting pretty well with the scenario and the action is all the time. I took me couple of episode before there is actually anything happen solidly so be patience.<br /><br />Recommendation: I Really Do Enjoy Watching This. Zillion Times Better Than Expected.<br /><br />Rating: 7.5/10 (Grade: B)<br /><br />Please Rate My Review After Reading It, Thanks.",positive
"Beautiful film set in 1962 Hong Kong about a man (Mr. Chow) and woman (Mrs. Chan) who become close friends when they suspect their spouses are having an affair. Stylistically, the film is also beautiful. Wong Kar-Wai uses a lot of slow motion and close-ups on parts of the body (feet, hands, waist). The film itself has a reticence and properness that suggests its time period. It's sexy without showing everything. Wong Kar-Wai also doesn't allow the audience to see what the spouses look like, suggesting that Mr. Chow and Mrs. Chan should be together. Smoking is even made to look elegant with close-ups of the curls of smoke. A really lovely film. Just prepare yourself for the ending.<br /><br />",positive
"Maybe it's just a personal affection for this screen version of the Mika Waltari novel, or a fondness for things Egyptian (I grew up loving to visit the mummies in Boston's Museum of Fine Arts) but I think Maltin is a tad tough on this rather good film. The production values are great regarding color and cinematography, and it appears some effort went into historical authenticity (much of it from the novel, I'm sure). Purdom is admittedly a bit stiff in the lead role, but one can accept this as part of Sinuhe's character. Victor Mature is, well, Victor Mature. Peter Ustinov is a delight to watch in this type of role, which he always did so well and so wittily. Bella Darvi's performance as Nefer is classically camp, and I find even Michael Wilding's rather dry portrayal of Akenaten to have its own appeal.<br /><br />The historical oddity of Akenaten's monotheism, a brief detour in ancient Egypt's theological history, is interesting, as is Akenaten himself, and well worth reading about; the religious wars portrayed here have a basis in fact.<br /><br />An interesting footnote regarding Darvi, whose birth name was Bayla Wegier: she was a Polish emigre who producer Darryl Zanuck and his wife Violet took under their wing (I believe they may even have adopted her). Her screen name Darvi is formed from Zannuck's and his wife's first names. She continued her acting career in France, but never achieved great success and, after a rather unhappy life, died at her own hand in 1971.<br /><br />Altogether this is an interesting film and enjoyable to watch for the visual values alone. American Movie Classics shows this occasionally in letterbox, which is essential to capturing the scope and sweep of the story.",positive
"I saw this back in '94 when it was finally released. Apparently because Orion pictures was in bankruptcy, I think, the movie had not been released a couple of years earlier.<br /><br />I have problem remembering details partly because I haven't seen it in a long time, but I do remember it as a very dull movie. I kept debating whether to walk out of it. The store was not at all interesting or engaging. Was a 3rd rate America Graffiti imitation. <br /><br />None of the performances make it worth watching either. One of the biggest disappointments since a local newspaper reviewer gave it a high rating.",negative
"This reminds me of when I was a born-again believer who was going to be a minister. I never actually thought I would be a minister or even graduate from high school because I was almost positive I would be raptured to Heaven before that would ever happen. That was before I discovered that Christianity was a bunch rubbish. I am now an atheist, and that just proves that the ""once saved always saved"" doctorine that Christians tell us is no more real than elves. If it were true then why did I leave after many years of being a devout born again believer? Yes, I really was saved. I prayed that silly sinners prayer with all my heart.<br /><br />If Christians were to read their Bible they would discover that their god thinks like rape, genocide, abortion, and many other atrocities are alright according to him. They might be surprised to learn that no where is the word ""rapture"" mentioned.",negative
"Guys and Dolls is a unique play based on the characters. Sky Masterson<br /><br />(Marlon Brando) is a high-class gambler who takes up a bet with Nathan Detroit (Frank Sinatra) for one-thousand dollars. Nathan needs the money so he can<br /><br />run his usual crap game and make a fortune. The bet was that Sky wouldn't be able to take just any girl to Havana, Cuba and the ""doll"" he chose was Sarah<br /><br />Brown (Jean Simmons) who was in charge of a missionary. Sky finally bribes<br /><br />Sarah enough to go to Havana with him. They end up falling in love with each other, but later she accuses him of something he had no part in. Nathan ran a crap game in the missionary the night they were gone. Nathan's 14 year fiancé Adelaide (Vivian Blaine) disapproves of Nathan's gambling and tries to stop him from doing it. However, when the movie ends it all ends happy with a double<br /><br />wedding.<br /><br />The songs in this movie are just wonderful no matter who sings it. Marlon<br /><br />Brando has no singing voice at all and true they could have dubbed him but it didn't really matter. He did a wonderful acting job (obviously seeing as it's Brando) and played his character very well. I have seen a few movies with Jean Simmons and thought that this movie was her weakest one, she also couldn't<br /><br />sing at all. However, the singing is made up by Frank Sinatra, Vivien Blaine, and Stubby Kaye. Vivien Blaine and Stubby Kaye was also in the original<br /><br />Broadway production of Guys and Dolls. Vivien Blaine had a terrific voice and was the perfect Adelaide. If you like musical, and even if you don't, i advise you to watch this.",positive
"No, no, no, no, no, no, NO! This is not a film, this is an excuse to show people dancing. This is just not good. Even the dancing is slow and not half as entertaining as the mediocre 'Dirty Dancing', let alone any other good dance movie.<br /><br />Is it a love story? Is it a musical? Is it a drama? Is it a comedy? It's not that this movie is a bit of all, it's that this movie fails at everything it attempts to be. The film turns out to be even more meaningless as the film progresses.<br /><br />Acting is terrible from all sides, the screenplay is definitely trying to tell us something about relationship but fails miserably.<br /><br />WATCH FOR THE MOMENT - When Patrick Stewart enters the scene and you think the film might get better as he brightens up the dull atmosphere. For a second.",negative
"Emma is a horribly flawed film based on Jane Austens classic novel. I have not read the book so I really didn't know that much about the plot, and yet I still predicted nearly the entire plot. There were also many scenes that frustrated me because of the bad writing or directing. The film is though for some reason very entertaining and I loved it. Of course there were all the scenes I disliked but the majority was well acted and funny. Gwyneth Paltrow gives one of her best performances as the heroine in Emma. The film also stars Toni Collette(Who has okay but has been much better) Ewan Mecgreger(Who has also been better but he is still very good here) Alan Cumming(Who I have never really been impressed with and is pretty much the same here) and Jeremy Northam(Who's performance is rather wooden at first look but actually fairly subtle, even if that was not what it needed) There have been much better adaptations of Jane Austen books but this one is still very entertaining and worth watching.",positive
"Generally it was a good movie with an ideal ending; the acting was spectacular and the characters didn't stray from their persons. I especially liked the plot, although you knew what was going to happen it still gave the element of surprise through out the entire movie. However, I find that coming on to the ending it could have been a little longer (extended maybe)- to me it seemed like it was rushed a bit; as if the writer was trying to take linens off the lines before the rain fell. For instance- What happened to Tristan's brother, Hayden? For all we know he died in the hospital. Maybe he was the one that setup the entire thing?! Who knows! Maybe there will be a sequel? Maybe? If there is.. I cant wait to see it.",positive
"I read a couple of good reviews on this board for ""Mr. Scarface"", but for anyone uninitiated in the genre of Italian gangster films like myself, the picture will probably make very little sense. Indeed, after the initial setup involving the ten million lira scam, the picture devolved into a fairly routine revenge flick with a minor twist in the identity of Rick's (Al Cliver) character. The whole gang war plot got muddied up for me with the inclusion of Vinchenzo Napoli (Vittorio Caprioli), but as most other viewers commented, he's about the only one who gave this picture any life with his often ineffective attempts at violence. I found it somewhat unbelievable that Manzari's goons who chased Tony through the streets didn't actually stroke out before Tony even laid a hand on them. For all of his buildup as the title character, Jack Palance was wasted rather unceremoniously in an anticlimactic near finale, making the U.S. working title, ""Mr. Scarface"", rather moot. I've seen enough spaghetti Westerns to know that they don't all work; I guess in this case, my first look at a spaghetti gangster flick didn't quite make it either.",negative
"This is the only full length feature film about the world of bridge. I found the first 10 minutes a bit slow, but after that, the movie is absolutely perfect in describing professional bridge players and how they go about earning a living. <br /><br />Some of the scenes are very funny. I don't think that a non-bridge player would get the charm of this movie. <br /><br />Some of the dresses are really beautiful, pity the movie is in black and white - I can only imagine what they would look like in colour. The way the media are portrayed is absolutely hilarious. There is no way on earth bridge will ever be like that. <br /><br />Watch it as soon as you can, and tell your friends about it.",positive
Everything about this film was terrible. To start with this film had a pretty good cast and I find it impossible to make such a great cast into the biggest disaster to the gangster film genre ever. The sound track was like one of a very bad slap stick comedy. It had this music through the whole film and it started to get quite irritating.<br /><br />PLEASE PLEASE PLEASE PLEASE PLEASE DO NOT INFLICT YOURSELF WITH THIS DISASTER YOU WILL ONLY BE HURT,negative
"The script for ""Scary Movie 2"" just wasn't ready to go. This is a problem with the film that is blatantly evident, to the actors and the audience alike. Director Keenan Ivory Wayans, and many of the actors are funny people; and so the movie isn't completely humorless. To their credit, the film has several funny moments. But as a whole, ""Scary Movie 2"" is not even close to being as clever and amusing as the original.<br /><br />The first ""Scary Movie"" was a laugh a minute film. It turned the smallest subtleties of the slasher film genre into comedic gold. The humor in ""Scary Movie 2"" is as heavy handed as it is un-original. They even miss obvious opportunities for parody. Two of the movies stars are former cast members of ""Beverly Hills 90210,"" and this was a show that was begging to be parodied! In the final analysis, ""Scary Movie 2"" is like a fine bottle of wine that was opened far too soon. The script needed a lot more time to age. 2 stars out of 5.",negative
"That is what this movie is. Good God the special effects suck in this movie. It is difficult for anything to suck more than this movie's plot, but the special effects manage to pull it off. Let me try to explain just how bad this movie is.<br /><br />First, there is the plot. There are four punk-ass teenage dirt bikers who are riding around in a forest in Duluth, MN. One of them is a dumb-ass and tries a ridiculous jump and breaks his leg. A paramedic comes to help him, but gets stranded with them when the helicopter breaks. Then all five realize that there is a forest fire, which we see is started by some guy dumping tons of gas all over the forest. All they show us is his boots, and they show scene after scene of this guys boots walking around dumping gas and starting fires. Meanwhile, the teenagers try to escape the fire, only to find that boot man has somehow managed to get ahead of them (while they were speeding through the forest on dirt bikes!), dump gas all over the area they were riding through, and start more fires. He does this several times, and the paramedic finally catches him and starts him on fire. I won't spoil the ending, but this guy's resilience will have you shouting ""WHAT THE BLOODY HELL?!?!"" at the screen. Anyway, they are now surrounded by fire, and their only escape is through a mine which is filled with methane gas. Yes, methane gas. I'm not even going to try to describe the ending, because it is too ridiculous, and you'll enjoy it more if you don't see it coming. Which you won't, because you can't possibly expect what happens. This is because of the second major problem with this movie: consistency.<br /><br />Is some semblance of consistence too much to ask for? Apparently so. I cannot even count the number of broken limbs in this movie (they keep breaking arms and legs while crashing their bikes). I think each character breaks at least one limb, and several more than one. They then limp around until the scene ends, and then forget that they're supposed to have broken limbs. There is one scene where three of them who are supposed to have broken legs start dancing. But then their injuries suddenly return when the plot needs them to.<br /><br />Finally, the CGI. If there is a hell, it consists of watching the fire in this movie. All they did for the forest fires is line the dirt paths with CGI fire. You can clearly see that the only CGI fire is along the paths, and all of the trees more than two feet from the path are left untouched. And then they zoom out and show the whole forest being engulfed in flames. It's hard to describe in words how ridiculous it looks, but I assure you that the ridiculousness is quite impressive.<br /><br />This movie is one of those so-bad-its-good types. There are some occasions where it descends into the painful-bad category, but for the most part it stays above the line and is laughably inept. I can't wait to check out the other Nature Unleashed movies that came in the four-pack with this one.",negative
"It's interesting how the train of research can flow. I started out looking at an article about Cristo's ""The Gates"" in Central Park. The article stated that the Maysles had been Cristo's filmographers for years. Hmmm... Then I got to looking at their body of work. I believe one of them has passed on but the other is still filming Cristo and Jean Claude in their stages of creation. Grey Gardens sounded very interesting. Video Station, in Boulder CO, is the place to look for the obscure or offbeat and of course they had it in stock. DVD and VHS. Edith and Edie are women living in the past, and oh what a glorious past it was. Edith had been well off, born a Bouvier, married well, had several wonderful relationships and became a singer when she was in her forties. Her daughter Edie had been a débutante, a fashion model and had many beaus. She never married and at some point in her thirties had come home to recuperate. She seems to have a nervous disorder of some kind. Worrying too much about things. It is only a shadow of the world they live in though, because Jackie O. came and spruced up the place so her aunt and cousin would not be evicted. It is a 28 room mansion that is worn down and worn out. But, in the film you will notice fresh paint on the walls. If you look carefully at the newspaper clippings you see it was very much a dirty mess. The outfits Edie comes up with a very clever and creative. The viewer gets the impression that Edith likes to go nude, but she doesn't in the movie. Edith was really quite beautiful and you can see the shadow of her beauty still as she sings ""Tea for Two"". Edie too was a beauty in her day and quite attractive at 56. It was a good movie, though not for everyone. When the cat is urinating behind Edith's portait she states, "" at least someone is doing what they want""!",positive
"It is like what the title of this thread say. Only impression I got from that movie is that Marlee Matlin's character was always angry, so cynical, and so pathetic. Her character's first date with William Hurt's character where they were dancing were dumb. All in all, I've tried to finish watching the movie four times, and of all four times I fell asleep. I would keep watching that movie with one intention... to beat my problem with insomnia, because all it do is to put me to sleep. Sweet dream.",negative
"I would highly recommend this movie! And I certainly shall be personally recommending it to my friends and family here and abroad! It was with excited anticipation, that I have just pre-ordered it online, I enjoyed it so much! It is not out until February/March 2008, but it will be well worth the wait! But first go and see it in the cinema if you can. There is nothing quite like the Cinema-Experience of a cinema-made movie! Insist that your local cinema puts it on! I went to see 'Seachd, the Inaccessible Pinacle' tonight, down here in London, and was really impressed. It is a marvel: a truly beautiful film set in the Scottish Highlands: you will laugh, you will cry, you will be moved in may different ways, you will be intrigued, and as the story within the stories is revealed, you will be amazed at that revelation.<br /><br />This movie is in Scottish Gaelic with English Subtitles, but do not let that detract you if you are not a speaker of the Gaelic: I am just starting, and my son does not, nor did many people there tonight, and it did not spoil it for us by any manner of means! Superlatives do not suffice! The photography is superb - there is no CGI here, and the movie is all the better for that- here you have true photography! The script is so skilfully and subtly written. The many-layered plot weaves the magic art of the ancient storytellers. The music is at times rousing, at times haunting, but always adding to the atmospheric ambiance. And the acting? ... it is to behold ... and the actors?... they the true weavers of this delightful yet profound film, particularly the two main actors, 'Padruig-the-young' and 'Padruig-the-elder' (A true bard, if ever there was!), who both carried a very heavy load! And the Direction? Well watch out Richard! And the Producer, responsible for raising funding, hiring key personnel, and arranging for distributors? A task well done! I hope that you will make sure that distribution goes out to our communities abroad! And the Gaelic community? Uill, without you it could not have happened! We were told that this movie was made on a low budget, but you would not know it, and I think it might well be because, for what they might have lacked in money, they more than made up for with the richness of the heart, and the warmth and co-operation of the local Scottish Gaelic community.<br /><br />A heartfelt thanks to all concerned in the making, and the sponsoring, of 'Seachd' - Mòran taing! (Many thanks!) From the Gaels to the World! From the World to the Gaels!",positive
"Every great gangster movie has under-currents of human drama. Don't expect an emotional story of guilt, retribution and despair from ""Scarface"". This is a tale of ferocious greed, corruption, and power. The darker side of the fabled ""American Dream"".<br /><br />Anybody complaining about the ""cheesiness"" of this film is missing the point. The superficial characters, cheesy music, and dated fashions further fuel the criticism of this life of diabolical excess. Nothing in the lives of these characters really matter, not on any human level at least. In fact the film practically borderlines satire, ironic considering all the gangsta rappers that were positively inspired by the lifestyle of Tony Montana.<br /><br />This isn't Brian DePalma's strongest directorial effort, it is occasionally excellent and well-handled (particularly the memorable finale), but frequently sinks to sloppy and misled. Thankfully, it is supported by a very strong script by Oliver Stone (probably good therapy for him, considering the coke habit he was tackling at the time). The themes are consistent, with the focus primarily on the life of Tony Montana, and the evolution of his character as he is consumed by greed and power. The dialogue is also excellent, see-sawing comfortably between humour and drama. There are many stand-out lines, which have since wormed their way into popular culture in one form or another.<br /><br />The cast help make it what it is as well, but this is really Pacino's film. One of his earlier less subtle performances (something much more common from him nowadays), this is a world entirely separate from Michael Corleone and Frank Serpico. Yet he is as watchable here as ever, in very entertaining (and intentionally over-the-top) form. It is hard to imagine another Tony Montana after seeing this film, in possibly one of the most mimicked performances ever. Pfeiffer stood out as dull and uncomfortable on first viewing, but I've come to realize how she plays out the part of the bored little wife. Not an exceptional effort, but unfairly misjudged. The supporting players are very good too, particularly Paul Shenar as the suave Alejandro Sosa.<br /><br />Powerful, occasionally humorous, sometimes shocking, and continually controversial. ""Scarface"" is one of the films of the eighties (whatever that might mean to you). An essential and accessible gangster flick, and a pop-culture landmark. 9/10",positive
"I rented this film on Netflix after it won all the Oscars, to see if it was really that good.<br /><br />The Hurt Locker is a very realistic portrayal (for the most part) of a group of soldier's rotation in Iraq. The film centers around Will James, a reckless soldier who gets his adrenaline fix from taking risks, and defusing bombs.<br /><br />Where this film seems to lack in my opinion is the Plot and Direction of the movie. This film has no clear plot unlike other films such as Black Hawk Down. What this film tries to do is focus more on the characters, and their different attitudes about the war. Bigelow does an okay job of focusing on the characters, but there are many points in the film where the dialogue seems to drag. Hurt Locker is 131 minutes long, yet it feels like a 3 hour movie.<br /><br />One scene in the movie that was particularly awful, and ruined the films perfect credibility, was the sniping scene halfway through the movie. It was both unrealistic, and very long.<br /><br />Overall, I thought this film was OKAY, but the reason I gave it a 6 instead of a 7, was because it was a major letdown for winning Best Picture at the Oscars. I felt like this film could have been so much better considering Saving Private Ryan lost Best Picture, but was much better than this film. Another notable mention is Black Hawk Down which only won 2 Oscars. I honestly do not know how this won best picture.<br /><br />If you are looking for an action packed war flick, rent Black Hawk Down. This film will be forgotten in a year or two.",negative
"I can't believe that anyone would green light this let alone voluntarily star in it. I will never be able to get that 90 mins of my life back.<br /><br />This has to be one of the worst films I have ever seen. Some films are so bad they're good. This has gone so far round again that's somehow it's so bad it's terrible. I was not exactly expecting much, it being a low budget, bandwagon jumping, rehash of a B Movie, but it still came in way under my expectation levels. Even TV movies have higher production values.<br /><br />There were (very) poor special effects, shocking dialogue, terrible acting and a completely unexplained plot. Who cursed her and why, why did the 6 inch snakes turn into 15 foot snakes, has anyone ever heard of highly venomous garter snakes or pythons? 100 passengers? 3,000 snakes? So many promises, none delivered. <br /><br />Some comments would have you believe that this film is worth watching for the last five minutes. It's not even worth a rental. Stay in and watch a low budget TV movie, you'll enjoy it a lot more. <br /><br />Why was this made? Oh yes, to shamelessly cash in on the internet phenomenon that is SOAP. Shame on you Mallachi Brothers, shame on you",negative
"Where oh where to begin in describing the comprehensive wretchedness of Neil LaBute's latest attempt at film making? <br /><br />There are many kinds of film fans out there, but by far the most annoying and shallow is Mr. Intriguing. You know Mr. Intriguing, don't you? <br /><br />He's the fellow that no matter how stupid, lame, and incomprehensibly dull a film is, he says ""Gee, I don't know why everyone hated it, I found it intriguing."" He's the kind of guy who finds the scent of dog poop intriguing. Especially when he smears it in the shape of a Hitler mustache on his upper lip and marches about the house ranting about the brilliance of science fiction that features thinly veiled references to Greek mythology. He's also the guy this version of The Wicker Man was made for. No one else could stand it.",negative
"Ringmaster, Jerry Springer's pathetic excuse for wasting film that should be recycled as toilet paper recently destroyed my confidence in the art of film. First of all, it was made. Second of all, people went to see it. Third, some people voted it the best movie they have ever seen. If a monkey could make a movie, i'm 100 percent sure that it would be 1 billion times as good. Most crappy movies have their moments, (even Godzilla had a few cool special effects) this film's moment was when I left the theater nauseated. The only thing that possibly could've made this movie any worse would be if Jerry Springer was the star. If I want to stare at crap for an hour and a half, i'll take a dump in a can. If anyone didn't utterly despise this movie, I pity you, and your children, and your children's children's children; however, contrary to Springer's beliefs, I clearly don't condone children having sex.",negative
"Two years ago at Sundance I loved Josh Kornbluth's directing debut-Haiku Tunnel. So I was looking forward to his brother (and frequent collaborator) Jacob's, The Best Thief in the World. This is a drama about a seemingly good kid growing up in a lower-class area of New York. The movie is not without its poignant moments. But at times it is as if Kornbluth is working way too hard to state the obvious: Life can be very difficult for some people. And life isn't fair.<br /><br />More subtle, and more important, is our understanding that despite all of these somewhat abhorrent cultural underpinnings and the anti-social behavior they may spawn, these characters have no shortage of goodness and humanity. We can recoil at their language and their living conditions, but we are cannot discount their intent. And in fact, their struggles to maintain a family under such adversity has a certain nobility that most of us can barely appreciate. Kornbluth grew up in this neighborhood, and his compassion for the people is evident throughout.<br /><br />Having said all this, The Best Thief in the World suffers from many painful flaws (including the title). The characters aren't very believable. The writing is uneven. And the plot-line is barely discernible. And for many the most disturbing is that Kornbluth uses two young black boys mimicking gangsta rap between scenes. To each his own: But while I don't question the potential realism of this phenomenon, it pains me to see 5-year-old children mf'ing and talking about having sex with a line-up of women. It's unnecessary shock value and is a forced bit of borrowed interest.",negative
My husband and I just got done watching this movie. I was not expecting it to be this good! I was really astonished at how great the story line was. I'm usually very good at figuring out twisty plots...but this one had me. I loved it! I'm going to have to watch it again before I take it back. I might even have to buy it. :),positive
"I'm not sure what version of the film I saw, but it was very entertaining.<br /><br />I did not know who the ""Twins"" were (Gillian Chung and Charlene Choi) before seeing this movie and I think the English translation of the title is somewhat misleading.<br /><br />The martial arts are very nicely done. I especially liked them, because there was a lot of judo/grappling that was filmed very nicely. Donnie Yen (see him in Hero, great performance) as a director is great as he knows how to shoot these scenes.<br /><br />Everything seemed to flow for me, except there is one scene where the girls are on the rooftop fighting with bamboo poles. It has really nothing to do with the plot, but it's still entertaining.<br /><br />Overall, this is one of the better (modern) HK action flicks I've seen in a while. Although cheesy in some respects, it still pulls it off.<br /><br />Definitely a 9/10",positive
"""Look, I know this may suck right now, but pain is temporary, film is forever. Whatever you do right now is burned into celluloid for all time and for thousands of years to come.""  Robert De Niro<br /><br />This was initially a film for Steven Spielberg, the director hiring several screenwriters to adjust the screenplay so that it more suited his themes. And so we have a dysfunctional family that is threatened by a deranged monster in the form of a recently released from prison Robert De Niro. Like ""Jurassic Park"", ""Poltergeist"" and ""War of the Worlds"", the dysfunctional family bands together to defeat the beast, the beast being the creation of the father, a lawyer who failed to defend De Niro during his trial. <br /><br />In typical Spielberg fashion, the father kills the monster that undermines the family and is then promptly absolved of his sins. Like Oscar Schindler, Robin Williams, Sam Niel, Tom Cruise and virtually every ""daddy"" figure in Spielberg land, the father reclaims his paternal duty in the kind of bittersweet coda that Spielberg so enjoys.<br /><br />But Spielberg eventually abandoned the picture and the project was instead turned over to Martin Scorsese, who at the time was seeking to try his hand at more commercial fare. The result is arguably the worst film in Scorsese's filmography, and, ironically, his most illuminating.<br /><br />An artist's failures or misfires are often very revealing, exposing the inner workings of their art. When the story doesn't work, the characters don't connect or the images don't sear, we find ourselves left with a kind of inner core. This  the remaining carcass- is what the director's cinema is about.<br /><br />Now ""Cape Fear"" is an impersonal film, so we won't find any thematic connections to the rest of Scorsese's filmography (""You already sacrificed me!"" De Niro yells, but the films themes of Catholic redemption are cookie cutter). What the film does, though, is expose the kind of language that his filmography hinges on. Watch how Scorsese's camera desperately whips back and forth, how he zooms frantically onto doorknobs and windows in an attempt to force tension and how his characters are all loud and screaming for attention. But more importantly, watch how the film makes no spatial sense. A showdown on a boat at the end of the film takes place on an obvious sound-stage, a street parade is claustrophobic and takes place within no larger context and the family's house doesn't seem to exist anywhere in particular. There is simply no geographical sense to anything in the picture, Scorsese unable to film space or create any kind of spatial environment. <br /><br />The reason for this is that Scorsese's camera always has to be bound, or intimately tethered, to his central character. For the world around the character to make sense, his camera has to be focused on the character. Resnais can take you around a French Hotel, Welles and Hitchcock can dance you down a street and up a building, Cameron can give you a tour of the Titanic, Scott can recreate an entire future cityscape, Lucas can give you an alien desert planet, and most other directors can create a sense of space by textbook ""close up-mid shot-wide shot"" combinations, but Scorsese can't do this. There's no poetry, no sense of tangible space in his films. He's all about the character. You break that tether, you leave that boxing ring, that taxi cab, you look away from De Niro, and everything collapses. He simply cannot break away from this very documentarian style of shooting, which, in a way, is a prerequisite for action film-making.<br /><br />Scorsese tried to rectify this problem with ""Gangs of New York"", where the space and the sets become the central character, but even this self consciously spatial experiment gets sabotaged by the magnetism of Daniel Day Lewis, the actor drawing Scorsese's camera inexorably toward him like a moth to a bulb.<br /><br />5/10  Even as a generic B-movie, this is an ugly, vulgar looking film. Look at the matte paintings, the inept attempts at tension, the silly rotorscoped special effects and hokey fistfight showdown. Still, we have Robert De Niro to pick up the slack. De Niro, who gives his body over to Scorsese like a tattooed Christ, gives the film its only great scene. In an improvised romantic sequence with young a Juliette Lewis, he sticks his thumb into her mouth and kisses her. A kind of symbolic rape, the girl runs away, both aroused and repelled by this man's interest.<br /><br />But De Niro's performance, so deliciously over the top, simply can't be imitated by Scorsese. You'd need the operatic tone and the baroque visuals of someone like De Palma to make this work. But Scorsese? Nope.<br /><br />Worth one viewing.",negative
"This is the best Emma in existence in my opinion. Having seen the other version (1996) which is also good, and read the book, I think I can safely say with confidence that this is the true interpretation and is the most faithful to Jane Austen's masterpiece. The 1996 movie with G. Paltrow is good too, it's just that it's almost like a different story altogether. It's very light and fluffy, you don't see the darker edges of the characters and if you just want a pleasant movie, that one would do fine but the intricacies of some of the plot points, such as the Churchill/Fairfax entanglement is so much glossed over as to be virtually non-existent. But if you want the characters fleshed out a bit, more real and multidimensional, the 1996 TV version is the superior. Emma is a remarkable person, but she is flawed. Kate Beckinsale is masterful at showing the little quirks of the character. You see her look casually disgusted at some of the more simple conversation of Harriet Smith, yet she shows no remorse for having ruined Harriet's proposal until that action has the effect of ruining her own marital happiness at the ending. You see her narcissism and it mirrors Frank Churchill's in that they would do harm to others to achieve their own aims. For Emma, it was playing matchmaker and having a new friend to while away the time with after having suffered the loss of her governess to marriage. For Frank Churchill, it is securing the promise of the woman he loves while treating her and others abominably to keep the secret. In the book, she realizes all of this in a crushing awakening to all the blunders she has made. Both Kate Beckinsale and Gyneth Paltrow are convincing in their remorse but Paltrow's is more childlike and stagnant while Beckinsale's awakening is rather real and serious and you see the transition from child-like, selfish behavior to kind and thoughtful adult. Both versions are very good but I prefer this one.",positive
"Darr is a great movie! Shahrukh plays an obsessed lover who will do almost anything to win over his lady which in this case is Juhi Chawla. Little does Juhi know in the film that Shahrukh has a MAJOR crush on her and is constantly stalking her. I have to admit, some of the things he did in this movie were pretty creepy... like the threatening phone calls. Never in my life will I forget the line, ""I love you K..k..k..Kiran!""<br /><br />It's just too bad that Shahrukh and Juhi weren't exactly ""together"" in the film. But Juhi and Sunny do make a fairly good couple in the movie. Though Shahrukh's role was pretty psychotic, I still think he did a great job of playing it and can't possibly imagine anyone else doing that role. No wonder he got an award for Darr in 94'!<br /><br />Juhi... what can I say??? She looks especially amazing in this film! It's not that she doesn't always look amazing in her other films, but Darr did give the public a wonderful image of her!<br /><br />As for the music... it was excellent! Especially ""Jaadu Teri Nazar,"" one of my all time favorite songs. I also thought ""Tu Mere Samne"" was quite nice also.<br /><br />A must see for everyone! Overall Darr deserves a 9/10!",positive
"If you love Chan-wook Park, you know what to expect. His films are brutal, poetic, tragic, and artistic, with splashes of very grim humor. THIRST is clearly Park's style, and I loved every second of it, from the cinematography (every shot is gorgeous and creative) to the story, which blends Shakespearean tragedy, murderous love, Gothic horror, and layered character drama. The characters are complex and there is plenty of moral ambiguity to go around. Even the most sociopathic character evokes sympathy. The direction is restrained and the performances are nuanced - like SYMPATHY FOR MR. VENGEANCE, there are too many subtleties to take in on the first viewing. Chan-wook Park is an intelligent, bold, consistently surprising filmmaker. It's unpredictable - scenes go from brutal and heart-wrenching to laugh-out-loud hilarious in an instant. This is closer to LADY VENGEANCE then SYMPATHY FOR MR. VENGEANCE as far as being over-the-top and comical. But, like LADY VENGEANCE, it's incredibly rich, thought-provoking, and rewarding.<br /><br />If you like beautifully told vampire stories (LET THE RIGHT ONE IN) or are a fan of Chan-wook Park, seeing THIRST should be obvious. Easily one of the best films of 2009.",positive
